Country,HasMentalHealthSupport
Japan,No
Japan,Yes
Japan,No
Japan,No
Japan,Yes
Japan,No
Japan,No
Japan,Yes
Japan,Yes
Japan,Yes
Japan,No
Japan,Yes
Japan,No
Japan,Yes
Japan,Yes
Japan,Yes
Japan,No
Japan,No
Japan,Yes
Japan,No
Japan,Yes
Japan,No
Japan,Yes
Japan,No
Japan,No
Japan,No
Japan,No
Japan,Yes
Japan,Yes
Japan,No
Japan,No
Japan,Yes
Japan,No
Japan,No
Japan,Yes
Japan,No
Japan,No
Japan,Yes
Japan,Yes
Japan,Yes
Japan,Yes
Japan,No
Japan,No
Japan,No
Japan,No
Japan,No
Japan,No
Japan,No
Japan,No
Japan,Yes
Japan,No
Japan,No
Japan,No
Japan,Yes
Japan,Yes
Japan,No
Japan,Yes
Japan,Yes
Japan,Yes
Japan,Yes
Japan,Yes
Japan,Yes
Japan,Yes
Japan,No
Japan,Yes
Japan,Yes
Japan,No
Japan,Yes
Japan,Yes
Japan,Yes
Japan,Yes
Japan,No
Japan,No
Japan,No
Japan,Yes
Japan,Yes
Japan,Yes
Japan,No
Japan,Yes
Japan,Yes
Japan,Yes
Japan,Yes
Japan,Yes
Japan,Yes
Japan,Yes
Japan,Yes
Japan,Yes
Japan,Yes
Japan,Yes
Japan,Yes
Japan,Yes
Japan,No
Japan,Yes
Japan,No
Japan,No
Japan,No
Japan,Yes
Japan,No
Japan,Yes
Japan,No
Japan,No
Japan,No
Japan,No
Japan,No
Japan,Yes
Japan,No
Japan,No
Japan,Yes
Japan,Yes
Japan,Yes
Japan,No
Japan,No
Japan,Yes
Japan,No
Japan,Yes
Japan,Yes
Japan,No
Japan,Yes
Japan,Yes
Japan,No
Japan,Yes
Japan,No
Japan,Yes
Japan,Yes
Japan,Yes
Japan,No
Japan,No
Japan,No
Japan,Yes
Japan,Yes
Japan,Yes
Japan,No
Japan,No
Japan,No
Japan,No
Japan,No
Japan,No
Japan,Yes
Japan,Yes
Japan,Yes
Japan,Yes
Japan,Yes
Japan,No
Japan,Yes
Japan,No
Japan,Yes
Japan,Yes
Japan,Yes
Japan,No
Japan,Yes
Japan,Yes
Japan,No
Japan,Yes
Japan,No
Japan,No
Japan,No
Japan,No
Japan,No
Japan,Yes
Japan,No
Japan,Yes
Japan,No
Japan,Yes
Japan,Yes
Japan,No
Japan,Yes
Japan,Yes
Japan,No
Japan,Yes
Japan,Yes
Japan,Yes
Japan,Yes
Japan,No
Japan,Yes
Japan,No
Japan,Yes
Japan,No
Japan,No
Japan,No
Japan,No
Japan,Yes
Japan,No
Japan,Yes
Japan,Yes
Japan,Yes
Japan,Yes
Japan,No
Japan,Yes
Japan,No
Japan,Yes
Japan,No
Japan,No
Japan,Yes
Japan,Yes
Japan,No
Japan,Yes
Japan,Yes
Japan,Yes
Japan,No
Japan,Yes
Japan,Yes
Japan,No
Japan,No
Japan,No
Japan,No
Japan,No
Japan,Yes
Japan,Yes
Japan,Yes
Japan,Yes
Japan,Yes
Japan,No
Japan,Yes
Japan,Yes
Japan,Yes
Japan,No
Japan,Yes
Japan,No
Japan,No
Japan,Yes
Japan,Yes
Japan,No
Japan,Yes
Japan,No
Japan,Yes
Japan,Yes
Japan,Yes
Japan,Yes
Japan,Yes
Japan,Yes
Japan,Yes
Japan,No
Japan,Yes
Japan,No
Japan,Yes
Japan,No
Japan,No
Japan,Yes
Japan,Yes
Japan,Yes
Japan,Yes
Japan,Yes
Japan,No
Japan,No
Japan,No
Japan,Yes
Japan,Yes
Japan,Yes
Japan,No
Japan,Yes
Japan,Yes
Japan,Yes
Japan,Yes
Japan,Yes
Japan,No
Japan,Yes
Japan,No
Japan,No
Japan,Yes
Japan,Yes
Japan,No
Japan,Yes
Japan,No
Japan,Yes
Japan,Yes
Japan,No
Japan,No
Japan,Yes
Japan,Yes
Japan,Yes
Japan,Yes
Japan,Yes
Japan,No
Japan,No
Japan,No
Japan,No
Japan,Yes
Japan,Yes
Japan,Yes
Japan,Yes
Japan,No
Japan,No
Japan,No
Japan,No
Japan,Yes
Japan,Yes
Japan,Yes
Japan,Yes
Japan,Yes
Japan,Yes
Japan,Yes
Japan,Yes
Japan,No
Japan,Yes
Japan,Yes
Japan,Yes
Japan,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,No
South Korea,No
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,No
South Korea,Yes
South Korea,Yes
South Korea,No
South Korea,Yes
South Korea,Yes
South Korea,No
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,No
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,No
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,No
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,No
South Korea,No
South Korea,Yes
South Korea,No
South Korea,Yes
South Korea,No
South Korea,No
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,No
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,No
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,No
South Korea,No
South Korea,No
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,No
South Korea,No
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,No
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,No
South Korea,Yes
South Korea,No
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,No
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,No
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,No
South Korea,Yes
South Korea,No
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,No
South Korea,Yes
South Korea,No
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,No
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,No
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,No
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,No
South Korea,No
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,No
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,No
South Korea,No
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,No
South Korea,No
South Korea,Yes
South Korea,No
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,No
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,No
South Korea,No
South Korea,No
South Korea,No
South Korea,No
South Korea,Yes
South Korea,Yes
South Korea,No
South Korea,Yes
South Korea,No
South Korea,No
South Korea,No
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,No
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,No
South Korea,Yes
South Korea,Yes
South Korea,No
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,No
South Korea,Yes
South Korea,No
South Korea,Yes
South Korea,Yes
South Korea,No
South Korea,Yes
South Korea,No
South Korea,Yes
South Korea,No
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,No
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,No
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,No
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,No
South Korea,No
South Korea,No
South Korea,Yes
South Korea,No
South Korea,No
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,No
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,No
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
South Korea,Yes
Brazil,Yes
Brazil,No
Brazil,No
Brazil,Yes
Brazil,No
Brazil,Yes
Brazil,No
Brazil,Yes
Brazil,No
Brazil,Yes
Brazil,Yes
Brazil,Yes
Brazil,No
Brazil,Yes
Brazil,Yes
Brazil,Yes
Brazil,Yes
Brazil,Yes
Brazil,Yes
Brazil,Yes
Brazil,No
Brazil,Yes
Brazil,No
Brazil,Yes
Brazil,No
Brazil,No
Brazil,No
Brazil,No
Brazil,No
Brazil,No
Brazil,Yes
Brazil,No
Brazil,No
Brazil,Yes
Brazil,No
Brazil,Yes
Brazil,No
Brazil,No
Brazil,No
Brazil,Yes
Brazil,Yes
Brazil,Yes
Brazil,No
Brazil,No
Brazil,Yes
Brazil,Yes
Brazil,Yes
Brazil,No
Brazil,No
Brazil,Yes
Brazil,No
Brazil,No
Brazil,Yes
Brazil,No
Brazil,Yes
Brazil,No
Brazil,No
Brazil,No
Brazil,No
Brazil,Yes
Brazil,Yes
Brazil,No
Brazil,Yes
Brazil,Yes
Brazil,No
Brazil,Yes
Brazil,No
Brazil,No
Brazil,No
Brazil,Yes
Brazil,Yes
Brazil,Yes
Brazil,Yes
Brazil,Yes
Brazil,Yes
Brazil,No
Brazil,Yes
Brazil,Yes
Brazil,No
Brazil,Yes
Brazil,No
Brazil,No
Brazil,Yes
Brazil,Yes
Brazil,Yes
Brazil,No
Brazil,No
Brazil,No
Brazil,No
Brazil,Yes
Brazil,Yes
Brazil,Yes
Brazil,Yes
Brazil,No
Brazil,No
Brazil,Yes
Brazil,Yes
Brazil,No
Brazil,Yes
Brazil,Yes
Brazil,Yes
Brazil,No
Brazil,No
Brazil,Yes
Brazil,Yes
Brazil,Yes
Brazil,No
Brazil,Yes
Brazil,No
Brazil,Yes
Brazil,No
Brazil,No
Brazil,Yes
Brazil,No
Brazil,No
Brazil,No
Brazil,Yes
Brazil,Yes
Brazil,No
Brazil,No
Brazil,Yes
Brazil,No
Brazil,No
Brazil,No
Brazil,No
Brazil,No
Brazil,No
Brazil,Yes
Brazil,Yes
Brazil,No
Brazil,No
Brazil,Yes
Brazil,Yes
Brazil,Yes
Brazil,Yes
Brazil,Yes
Brazil,No
Brazil,No
Brazil,Yes
Brazil,No
Brazil,Yes
Brazil,No
Brazil,No
Brazil,No
Brazil,Yes
Brazil,Yes
Brazil,Yes
Brazil,Yes
Brazil,Yes
Brazil,Yes
Brazil,Yes
Brazil,No
Brazil,Yes
Brazil,Yes
Brazil,No
Brazil,Yes
Brazil,Yes
Brazil,Yes
Brazil,Yes
Brazil,Yes
Brazil,No
Brazil,No
Brazil,No
Brazil,No
Brazil,Yes
Brazil,No
Brazil,No
Brazil,Yes
Brazil,No
Brazil,Yes
Brazil,Yes
Brazil,No
Brazil,No
Brazil,Yes
Brazil,No
Brazil,Yes
Brazil,Yes
Brazil,Yes
Brazil,No
Brazil,Yes
Brazil,Yes
Brazil,Yes
Brazil,No
Brazil,No
Brazil,Yes
Brazil,Yes
Brazil,No
Brazil,Yes
Brazil,Yes
Brazil,No
Brazil,No
Brazil,No
Brazil,No
Brazil,Yes
Brazil,No
Brazil,No
Brazil,Yes
Brazil,No
Brazil,Yes
Brazil,No
Brazil,Yes
Brazil,No
Brazil,No
Brazil,No
Brazil,Yes
Brazil,No
Brazil,Yes
Brazil,No
Brazil,Yes
Brazil,No
Brazil,Yes
Brazil,No
Brazil,No
Brazil,No
Brazil,No
Brazil,No
Brazil,No
Brazil,Yes
Brazil,Yes
Brazil,No
Brazil,Yes
Brazil,No
Brazil,No
Brazil,Yes
Brazil,No
Brazil,Yes
Brazil,No
Brazil,No
Brazil,Yes
Brazil,Yes
Brazil,No
Brazil,Yes
Brazil,Yes
Brazil,Yes
Brazil,Yes
Brazil,No
Brazil,Yes
Brazil,Yes
Brazil,No
Brazil,No
Brazil,No
Brazil,Yes
Brazil,Yes
Brazil,Yes
Brazil,Yes
Brazil,No
Brazil,No
Brazil,No
Brazil,No
Brazil,Yes
Brazil,No
Brazil,No
Brazil,No
Brazil,Yes
Brazil,Yes
Brazil,No
Brazil,No
Brazil,No
Brazil,No
Brazil,Yes
Brazil,Yes
Brazil,No
Brazil,Yes
Brazil,Yes
Brazil,No
Brazil,No
Brazil,Yes
Brazil,Yes
Brazil,No
Brazil,Yes
Brazil,Yes
Brazil,Yes
Brazil,No
Brazil,Yes
Brazil,No
Brazil,No
Brazil,No
Brazil,Yes
Brazil,Yes
Brazil,Yes
Brazil,Yes
Brazil,Yes
Brazil,Yes
Brazil,No
Brazil,Yes
Brazil,Yes
Brazil,Yes
Brazil,No
Brazil,No
Brazil,Yes
Brazil,No
Brazil,No
Brazil,No
Brazil,Yes
Brazil,No
Brazil,No
Brazil,No
Brazil,No
Brazil,Yes
Brazil,No
Mexico,No
Mexico,Yes
Mexico,No
Mexico,Yes
Mexico,No
Mexico,Yes
Mexico,No
Mexico,Yes
Mexico,No
Mexico,No
Mexico,No
Mexico,No
Mexico,No
Mexico,Yes
Mexico,Yes
Mexico,No
Mexico,Yes
Mexico,No
Mexico,Yes
Mexico,No
Mexico,No
Mexico,Yes
Mexico,No
Mexico,Yes
Mexico,No
Mexico,No
Mexico,No
Mexico,Yes
Mexico,No
Mexico,No
Mexico,Yes
Mexico,Yes
Mexico,Yes
Mexico,Yes
Mexico,No
Mexico,No
Mexico,Yes
Mexico,No
Mexico,No
Mexico,Yes
Mexico,No
Mexico,Yes
Mexico,No
Mexico,Yes
Mexico,No
Mexico,No
Mexico,Yes
Mexico,No
Mexico,Yes
Mexico,No
Mexico,No
Mexico,No
Mexico,Yes
Mexico,Yes
Mexico,No
Mexico,Yes
Mexico,Yes
Mexico,No
Mexico,No
Mexico,Yes
Mexico,Yes
Mexico,No
Mexico,Yes
Mexico,Yes
Mexico,No
Mexico,No
Mexico,No
Mexico,No
Mexico,No
Mexico,Yes
Mexico,No
Mexico,No
Mexico,Yes
Mexico,No
Mexico,No
Mexico,No
Mexico,No
Mexico,No
Mexico,No
Mexico,No
Mexico,No
Mexico,Yes
Mexico,Yes
Mexico,Yes
Mexico,No
Mexico,Yes
Mexico,No
Mexico,No
Mexico,Yes
Mexico,No
Mexico,No
Mexico,No
Mexico,Yes
Mexico,Yes
Mexico,Yes
Mexico,Yes
Mexico,Yes
Mexico,No
Mexico,Yes
Mexico,No
Mexico,Yes
Mexico,No
Mexico,No
Mexico,No
Mexico,No
Mexico,No
Mexico,Yes
Mexico,No
Mexico,No
Mexico,No
Mexico,No
Mexico,No
Mexico,Yes
Mexico,No
Mexico,No
Mexico,Yes
Mexico,Yes
Mexico,No
Mexico,Yes
Mexico,No
Mexico,No
Mexico,No
Mexico,No
Mexico,Yes
Mexico,No
Mexico,No
Mexico,Yes
Mexico,No
Mexico,No
Mexico,Yes
Mexico,Yes
Mexico,No
Mexico,Yes
Mexico,No
Mexico,Yes
Mexico,Yes
Mexico,No
Mexico,No
Mexico,No
Mexico,No
Mexico,No
Mexico,Yes
Mexico,Yes
Mexico,No
Mexico,Yes
Mexico,Yes
Mexico,No
Mexico,Yes
Mexico,No
Mexico,Yes
Mexico,No
Mexico,No
Mexico,Yes
Mexico,Yes
Mexico,No
Mexico,No
Mexico,No
Mexico,Yes
Mexico,No
Mexico,No
Mexico,Yes
Mexico,Yes
Mexico,No
Mexico,Yes
Mexico,No
Mexico,Yes
Mexico,No
Mexico,No
Mexico,Yes
Mexico,Yes
Mexico,No
Mexico,Yes
Mexico,Yes
Mexico,No
Mexico,No
Mexico,No
Mexico,No
Mexico,Yes
Mexico,Yes
Mexico,No
Mexico,Yes
Mexico,No
Mexico,No
Mexico,No
Mexico,Yes
Mexico,Yes
Mexico,No
Mexico,No
Mexico,No
Mexico,No
Mexico,Yes
Mexico,No
Mexico,Yes
Mexico,No
Mexico,Yes
Mexico,Yes
Mexico,No
Mexico,Yes
Mexico,No
Mexico,Yes
Mexico,No
Mexico,No
Mexico,Yes
Mexico,No
Mexico,Yes
Mexico,No
Mexico,No
Mexico,Yes
Mexico,Yes
Mexico,Yes
Mexico,No
Mexico,No
Mexico,Yes
Mexico,No
Mexico,Yes
Mexico,No
Mexico,Yes
Mexico,No
Mexico,No
Mexico,No
Mexico,Yes
Mexico,No
Mexico,No
Mexico,Yes
Mexico,No
Mexico,No
Mexico,Yes
Mexico,Yes
Mexico,No
Mexico,No
Mexico,Yes
Mexico,No
Mexico,No
Mexico,No
Mexico,Yes
Mexico,Yes
Mexico,No
Mexico,Yes
Mexico,No
Mexico,Yes
Mexico,Yes
Mexico,Yes
Mexico,No
Mexico,Yes
Mexico,No
Mexico,No
Mexico,No
Mexico,No
Mexico,No
Mexico,No
Mexico,No
Mexico,Yes
Mexico,No
Mexico,Yes
Mexico,Yes
Mexico,No
Mexico,No
Mexico,Yes
Mexico,No
Mexico,No
Mexico,No
Mexico,No
Mexico,Yes
Mexico,Yes
Mexico,Yes
Mexico,No
Mexico,No
Mexico,Yes
Mexico,No
Mexico,Yes
Mexico,Yes
Mexico,No
Mexico,No
Mexico,No
Mexico,Yes
Mexico,No
Mexico,No
Mexico,Yes
Mexico,No
Mexico,No
Mexico,Yes
Mexico,No
Mexico,No
Mexico,Yes
Mexico,No
Mexico,No
Mexico,Yes
Mexico,Yes
Mexico,No
Mexico,No
Mexico,No
Mexico,No
Mexico,No
Mexico,No
Mexico,No
Mexico,No
Mexico,No
Mexico,No
Mexico,Yes
Mexico,No
Argentina,Yes
Argentina,No
Argentina,No
Argentina,Yes
Argentina,No
Argentina,Yes
Argentina,Yes
Argentina,No
Argentina,Yes
Argentina,No
Argentina,No
Argentina,No
Argentina,No
Argentina,No
Argentina,No
Argentina,No
Argentina,No
Argentina,Yes
Argentina,Yes
Argentina,Yes
Argentina,No
Argentina,Yes
Argentina,Yes
Argentina,No
Argentina,No
Argentina,No
Argentina,No
Argentina,Yes
Argentina,No
Argentina,No
Argentina,No
Argentina,No
Argentina,Yes
Argentina,No
Argentina,Yes
Argentina,No
Argentina,Yes
Argentina,No
Argentina,No
Argentina,Yes
Argentina,No
Argentina,No
Argentina,No
Argentina,No
Argentina,No
Argentina,No
Argentina,No
Argentina,No
Argentina,No
Argentina,Yes
Argentina,No
Argentina,No
Argentina,No
Argentina,No
Argentina,No
Argentina,No
Argentina,No
Argentina,Yes
Argentina,Yes
Argentina,No
Argentina,Yes
Argentina,No
Argentina,No
Argentina,No
Argentina,No
Argentina,Yes
Argentina,No
Argentina,Yes
Argentina,No
Argentina,No
Argentina,No
Argentina,Yes
Argentina,No
Argentina,No
Argentina,No
Argentina,Yes
Argentina,No
Argentina,No
Argentina,Yes
Argentina,No
Argentina,No
Argentina,Yes
Argentina,No
Argentina,Yes
Argentina,No
Argentina,No
Argentina,No
Argentina,No
Argentina,Yes
Argentina,Yes
Argentina,No
Argentina,Yes
Argentina,No
Argentina,No
Argentina,No
Argentina,No
Argentina,No
Argentina,No
Argentina,No
Argentina,No
Argentina,No
Argentina,No
Argentina,No
Argentina,Yes
Argentina,No
Argentina,Yes
Argentina,No
Argentina,No
Argentina,Yes
Argentina,No
Argentina,No
Argentina,No
Argentina,Yes
Argentina,Yes
Argentina,Yes
Argentina,No
Argentina,Yes
Argentina,No
Argentina,No
Argentina,No
Argentina,Yes
Argentina,No
Argentina,Yes
Argentina,No
Argentina,No
Argentina,No
Argentina,Yes
Argentina,No
Argentina,Yes
Argentina,No
Argentina,No
Argentina,No
Argentina,No
Argentina,Yes
Argentina,Yes
Argentina,No
Argentina,Yes
Argentina,No
Argentina,No
Argentina,No
Argentina,Yes
Argentina,No
Argentina,Yes
Argentina,No
Argentina,Yes
Argentina,No
Argentina,No
Argentina,No
Argentina,No
Argentina,No
Argentina,Yes
Argentina,No
Argentina,No
Argentina,No
Argentina,Yes
Argentina,Yes
Argentina,Yes
Argentina,No
Argentina,Yes
Argentina,No
Argentina,No
Argentina,Yes
Argentina,Yes
Argentina,No
Argentina,Yes
Argentina,No
Argentina,No
Argentina,No
Argentina,No
Argentina,Yes
Argentina,No
Argentina,No
Argentina,No
Argentina,No
Argentina,No
Argentina,No
Argentina,No
Argentina,Yes
Argentina,No
Argentina,Yes
Argentina,No
Argentina,No
Argentina,Yes
Argentina,Yes
Argentina,No
Argentina,No
Argentina,No
Argentina,No
Argentina,Yes
Argentina,No
Argentina,No
Argentina,No
Argentina,Yes
Argentina,Yes
Argentina,No
Argentina,Yes
Argentina,No
Argentina,No
Argentina,No
Argentina,No
Argentina,Yes
Argentina,No
Argentina,No
Argentina,Yes
Argentina,Yes
Argentina,Yes
Argentina,No
Argentina,Yes
Argentina,No
Argentina,Yes
Argentina,Yes
Argentina,No
Argentina,Yes
Argentina,No
Argentina,No
Argentina,Yes
Argentina,Yes
Argentina,Yes
Argentina,Yes
Argentina,No
Argentina,No
Argentina,No
Argentina,No
Argentina,No
Argentina,No
Argentina,No
Argentina,No
Argentina,Yes
Argentina,No
Argentina,No
Argentina,No
Argentina,No
Argentina,Yes
Argentina,No
Argentina,Yes
Argentina,No
Argentina,Yes
Argentina,No
Argentina,No
Argentina,No
Argentina,Yes
Argentina,No
Argentina,Yes
Argentina,Yes
Argentina,No
Argentina,No
Argentina,No
Argentina,No
Argentina,No
Argentina,No
Argentina,No
Argentina,No
Argentina,No
Argentina,Yes
Argentina,Yes
Argentina,No
Argentina,No
Argentina,Yes
Argentina,No
Argentina,No
Argentina,Yes
Argentina,Yes
Argentina,Yes
Argentina,No
Argentina,No
Argentina,No
Argentina,No
Argentina,Yes
Argentina,No
Argentina,No
Argentina,Yes
Argentina,No
Argentina,No
Argentina,No
Argentina,No
Argentina,Yes
Argentina,No
Argentina,No
Argentina,No
Argentina,No
Argentina,Yes
Argentina,No
Argentina,No
Argentina,No
Argentina,No
Argentina,Yes
Argentina,No
Argentina,No
Argentina,No
Argentina,Yes
Argentina,No
Argentina,Yes
Argentina,No
Argentina,No
Argentina,Yes
Argentina,No
Argentina,Yes
Argentina,No
Argentina,Yes
Argentina,Yes
Chile,Yes
Chile,No
Chile,Yes
Chile,Yes
Chile,Yes
Chile,Yes
Chile,No
Chile,No
Chile,Yes
Chile,Yes
Chile,Yes
Chile,Yes
Chile,No
Chile,Yes
Chile,Yes
Chile,Yes
Chile,No
Chile,Yes
Chile,No
Chile,Yes
Chile,No
Chile,No
Chile,Yes
Chile,Yes
Chile,No
Chile,Yes
Chile,No
Chile,No
Chile,No
Chile,No
Chile,No
Chile,Yes
Chile,No
Chile,No
Chile,No
Chile,No
Chile,No
Chile,No
Chile,No
Chile,Yes
Chile,No
Chile,No
Chile,No
Chile,No
Chile,No
Chile,No
Chile,No
Chile,Yes
Chile,Yes
Chile,No
Chile,No
Chile,No
Chile,Yes
Chile,No
Chile,No
Chile,No
Chile,No
Chile,No
Chile,Yes
Chile,No
Chile,Yes
Chile,No
Chile,Yes
Chile,No
Chile,No
Chile,Yes
Chile,Yes
Chile,No
Chile,No
Chile,Yes
Chile,No
Chile,No
Chile,No
Chile,Yes
Chile,No
Chile,No
Chile,No
Chile,No
Chile,Yes
Chile,Yes
Chile,No
Chile,No
Chile,No
Chile,No
Chile,No
Chile,No
Chile,Yes
Chile,No
Chile,Yes
Chile,No
Chile,No
Chile,No
Chile,No
Chile,No
Chile,No
Chile,No
Chile,Yes
Chile,No
Chile,Yes
Chile,Yes
Chile,No
Chile,No
Chile,Yes
Chile,No
Chile,No
Chile,Yes
Chile,No
Chile,No
Chile,No
Chile,No
Chile,Yes
Chile,Yes
Chile,Yes
Chile,No
Chile,Yes
Chile,No
Chile,Yes
Chile,No
Chile,Yes
Chile,No
Chile,No
Chile,Yes
Chile,No
Chile,No
Chile,No
Chile,Yes
Chile,Yes
Chile,Yes
Chile,No
Chile,Yes
Chile,Yes
Chile,Yes
Chile,Yes
Chile,No
Chile,Yes
Chile,No
Chile,No
Chile,Yes
Chile,No
Chile,No
Chile,Yes
Chile,No
Chile,Yes
Chile,Yes
Chile,Yes
Chile,Yes
Chile,No
Chile,No
Chile,No
Chile,Yes
Chile,Yes
Chile,No
Chile,No
Chile,Yes
Chile,No
Chile,No
Chile,Yes
Chile,Yes
Chile,Yes
Chile,No
Chile,No
Chile,No
Chile,No
Chile,Yes
Chile,No
Chile,No
Chile,No
Chile,No
Chile,No
Chile,No
Chile,Yes
Chile,No
Chile,No
Chile,No
Chile,Yes
Chile,Yes
Chile,No
Chile,No
Chile,No
Chile,Yes
Chile,No
Chile,No
Chile,No
Chile,Yes
Chile,No
Chile,No
Chile,No
Chile,Yes
Chile,No
Chile,No
Chile,Yes
Chile,No
Chile,No
Chile,No
Chile,No
Chile,No
Chile,Yes
Chile,No
Chile,Yes
Chile,No
Chile,No
Chile,No
Chile,Yes
Chile,No
Chile,No
Chile,Yes
Chile,Yes
Chile,Yes
Chile,No
Chile,No
Chile,No
Chile,No
Chile,No
Chile,No
Chile,No
Chile,No
Chile,Yes
Chile,Yes
Chile,No
Chile,No
Chile,No
Chile,No
Chile,Yes
Chile,No
Chile,Yes
Chile,Yes
Chile,No
Chile,No
Chile,No
Chile,Yes
Chile,Yes
Chile,No
Chile,No
Chile,Yes
Chile,Yes
Chile,Yes
Chile,No
Chile,Yes
Chile,Yes
Chile,Yes
Chile,No
Chile,Yes
Chile,No
Chile,No
Chile,Yes
Chile,No
Chile,No
Chile,No
Chile,No
Chile,Yes
Chile,Yes
Chile,Yes
Chile,No
Chile,Yes
Chile,No
Chile,No
Chile,No
Chile,Yes
Chile,No
Chile,No
Chile,Yes
Chile,No
Chile,Yes
Chile,No
Chile,No
Chile,Yes
Chile,Yes
Chile,Yes
Chile,Yes
Chile,No
Chile,No
Chile,No
Chile,Yes
Chile,No
Chile,No
Chile,Yes
Chile,No
Chile,Yes
Chile,No
Chile,No
Chile,No
Chile,No
Chile,No
Chile,Yes
Chile,No
Chile,No
Chile,No
Chile,No
Chile,No
Chile,No
Chile,Yes
Chile,Yes
Chile,Yes
Chile,No
Chile,Yes
Chile,No
Chile,No
Chile,No
Chile,No
Chile,Yes
South Africa,No
South Africa,Yes
South Africa,No
South Africa,No
South Africa,No
South Africa,Yes
South Africa,Yes
South Africa,Yes
South Africa,No
South Africa,Yes
South Africa,Yes
South Africa,Yes
South Africa,Yes
South Africa,Yes
South Africa,No
South Africa,No
South Africa,No
South Africa,No
South Africa,No
South Africa,No
South Africa,Yes
South Africa,No
South Africa,Yes
South Africa,No
South Africa,No
South Africa,No
South Africa,No
South Africa,No
South Africa,No
